name,type,version,versionIndex,numOfClassesInPackage,linesOfCode,freqOfChanges,percCommitsClassChanged,changeHasOccurredMetric,percCommitsPackChanged,totalAmountOfChanges
org/apache/cassandra/cql/AbstractModification.java,class,unversioned,1,0,42,0,0,0,0,0
org/apache/cassandra/utils/NodeId.java,class,unversioned,1,0,13,0,0,0,0,0
org/apache/cassandra/io/util/RandomAccessReader.java,class,unversioned,1,0,5,0,0,0,0,0
org/apache/cassandra/cli/CliCompiler.java,class,unversioned,1,0,14,0,0,0,0,0
org/apache/cassandra/db/compaction/CompactionManagerMBean.java,class,unversioned,1,0,6,0,0,0,0,0
org/apache/cassandra/service/WriteResponseHandler.java,class,unversioned,1,0,58,0,0,0,0,0
org/apache/cassandra/service/RepairCallback.java,class,unversioned,1,0,31,0,0,0,0,0
org/apache/cassandra/utils/NodeId.java,class,unversioned,1,0,19,0,0,0,0,0
org/apache/cassandra/thrift/CassandraDaemon.java,class,unversioned,1,0,87,0,0,0,0,0
org/apache/cassandra/io/util/SegmentedFile.java,class,unversioned,1,0,3,0,0,0,0,0
org/apache/cassandra/config/DatabaseDescriptor.java,class,unversioned,1,0,586,0,0,0,0,0
org/apache/cassandra/dht/LocalToken.java,class,unversioned,1,0,28,0,0,0,0,0
org/apache/cassandra/cli/CliCompiler.java,class,unversioned,1,0,76,0,0,0,0,0
org/apache/cassandra/config/EncryptionOptions.java,class,unversioned,1,0,4,0,0,0,0,0
org/apache/cassandra/io/util/SegmentedFile.java,class,unversioned,1,0,7,0,0,0,0,0
org/apache/cassandra/utils/NodeId.java,class,unversioned,1,0,128,0,0,0,0,0
org/apache/cassandra/dht/OrderPreservingPartitioner.java,class,unversioned,1,0,21,0,0,0,0,0
org/apache/cassandra/db/filter/IFilter.java,class,unversioned,1,0,8,0,0,0,0,0
org/apache/cassandra/service/RowRepairResolver.java,class,unversioned,1,0,87,0,0,0,0,0
org/apache/cassandra/dht/OrderPreservingPartitioner.java,class,unversioned,1,0,108,0,0,0,0,0
org/apache/cassandra/db/context/IContext.java,class,unversioned,1,0,9,0,0,0,0,0
org/apache/cassandra/config/EncryptionOptions.java,class,unversioned,1,0,15,0,0,0,0,0
org/apache/cassandra/cli/CliCompleter.java,class,unversioned,1,0,9,0,0,0,0,0
org/apache/cassandra/streaming/FileStreamTask.java,class,unversioned,1,0,7,0,0,0,0,0
org/apache/cassandra/service/RowDigestResolver.java,class,unversioned,1,0,50,0,0,0,0,0
org/apache/cassandra/streaming/FileStreamTask.java,class,unversioned,1,0,95,0,0,0,0,0
org/apache/cassandra/service/SocketSessionManagementService.java,class,unversioned,1,0,27,0,0,0,0,0
org/apache/cassandra/utils/ResourceWatcher.java,class,unversioned,1,0,22,0,0,0,0,0
org/apache/cassandra/io/util/SegmentedFile.java,class,unversioned,1,0,65,0,0,0,0,0
org/apache/cassandra/utils/LegacyBloomFilterSerializer.java,class,unversioned,1,0,17,0,0,0,0,0
